任务id,任务名,主线/支线,对话/打怪/掉落/寻物,等级限制,前置任务ID,后置任务ID,可完成次数,任务内容,任务目标,任务目标数量,任务简介,任务说明,说明脚本,接任务追踪,追踪脚本,未完成说明,追踪脚本,已完成追踪,追踪脚本,接任务NPC,还任务NPC,接任务脚本,还任务脚本,接任务对话,还任务对话,未完成对话,经验,阅历,索尼,物品,怪物组Id和掉落机率,guideDoing,guideDoingScript,guideComplete,guideCompleteScript,完成任务等级限制,章节,特殊任务类型枚举
49,勇敢的那木,1,2,1,48,50,1,击败那木,143,1,击败那木,击败|那木^,openFB|4@11@143@143@6,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]勇敢的那木<br/>击败|那木^({0}/{1}),openFB|4@11@143@143@6,[主]勇敢的那木<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,"openFB|4@11@143@143@6,addSection(141)",clickNPC|NPC13@map4,你的下一个对手是一心向佛的那木，他的绝技天空十字斩威力惊人。|多谢提醒。^接任务|[接受]勇敢的那木,恭喜你再次获胜，看着那木惊人的一击我都替你捏把汗。|侥幸而已，那木确实是难得的对手。^还任务|[完成]勇敢的那木,如果你再不上场，就直接是认输了。|明白。^进行中|[进行中]勇敢的那木,216250,72070,22400,0,,击败|那木^,openFB|4@11@143@143@6,去找|裁判^完成任务,clickNPC|NPC13@map4,1,3,-1
50,怪兽基朗,1,2,1,49,51,1,击败基朗,146,1,击败基朗,击败|基朗^,openFB|4@11@146@146@6,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]怪兽基朗<br/>击败|基朗^({0}/{1}),openFB|4@11@146@146@6,[主]怪兽基朗<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,"openFB|4@11@146@146@6,addSection(144)",clickNPC|NPC13@map4,下面上场的是飞翼怪兽基朗，根据比赛规则摔出场外触地才判负。会飞的基朗很有优势。|我会让他亲口说出“我输了”。^接任务|[接受]怪兽基朗,恭喜晋级。能够让基朗主动投降，你的实力真是太惊人了。|他的魔力口香糖确实难缠，不过我相信自己。^还任务|[完成]怪兽基朗,基朗都已经上场了，你也上场吧。|好的。^进行中|[进行中]怪兽基朗,216250,72070,22400,0,,击败|基朗^,openFB|4@11@146@146@6,去找|裁判^完成任务,clickNPC|NPC13@map4,1,4,-1
1008,武道会历练3,2,2,1,50,0,1,击败那木,143,5,击败那木,击败|那木^,openFB|4@11@143@143@6,去找|龟仙人^领取任务,clickNPC|NPC12@map4,[支]武道会历练3<br/>击败|那木^({0}/{1}),openFB|4@11@143@143@6,[支]武道会历练3<br/>去找|龟仙人^完成任务,clickNPC|NPC12@map4,NPC12@map4,NPC12@map4,,clickNPC|NPC12@map4,与高手过招更能知道自己的缺点。|好的。^接任务|[接受]武道会的历练3,天空十字斩威力惊人，下次不要用身体硬接。|我知道了。^接任务|[接受]武道会的历练3,赶快去吧。|好的。^接任务|[接受]武道会的历练3,216250,72070,22400,2*80000*1,,击败|那木^,openFB|4@11@143@143@6,去找|龟仙人^完成任务,clickNPC|NPC12@map4,1,4,-1
1009,武道会历练4,2,2,1,50,0,1,击败基朗,146,5,击败基朗,击败|基朗^,openFB|4@11@146@146@6,去找|龟仙人^领取任务,clickNPC|NPC12@map4,[支]武道会历练3<br/>击败|基朗^({0}/{1}),openFB|4@11@146@146@6,[支]武道会历练3<br/>去找|龟仙人^完成任务,clickNPC|NPC12@map4,NPC12@map4,NPC12@map4,,clickNPC|NPC12@map4,不断的挑战才能取得更大的成就。|好的。^接任务|[接受]武道会的历练4,你已经能够靠自己的力量挣脱魔力口香糖，单说力量已经无人可及了。|我还远远不够。^接任务|[接受]武道会的历练4,赶快去吧。|好的。^接任务|[接受]武道会的历练4,216250,72070,22400,2*80000*1,,击败|基朗^,openFB|4@11@146@146@6,去找|龟仙人^完成任务,clickNPC|NPC12@map4,1,4,-1
51,兰芳的美人计,1,2,43,50,52,1,击败兰芳,149,1,击败兰芳,击败|兰芳^,openFB|4@11@149@149@6,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]兰芳的美人计<br/>击败|兰芳^({0}/{1}),openFB|4@11@149@149@6,[主]兰芳的美人计<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,"openFB|4@11@149@149@6,addSection(147)",clickNPC|NPC13@map4,这位选手是个美女，你下手的时候一定要轻一点哟。|我会注意的。^接任务|[接受]兰芳的美人计,你的定力真好，兰芳的美人计可是无视男女的。|我的眼里只有冠军。^还任务|[完成]兰芳的美人计,你不会因为对手是个美女，就不上场了吧。|我这就上场。^进行中|[进行中]兰芳的美人计,216250,72070,22400,0,,击败|兰芳^,openFB|4@11@149@149@6,去找|裁判^完成任务,clickNPC|NPC13@map4,1,4,-1
52,小林的意志,1,2,1,51,7022,1,击败小林,152,1,击败小林,击败|小林^,openFB|4@11@152@152@6,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]小林的意志<br/>击败|小林^({0}/{1}),openFB|4@11@152@152@6,[主]小林的意志<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,"openFB|4@11@152@152@6,addSection(150)",clickNPC|NPC13@map4,下一位对手是你的师兄弟小林，不知道你们谁会胜出呢？|一定会是我的。^接任务|[接受]小林的意志,没想到还是你技高一筹，赢得了胜利。|小林也很强，如果我稍不留神就会被超越。^还任务|[完成]小林的意志,快点上场比武吧。|好的。^进行中|[进行中]小林的意志,216250,72070,22400,0,,击败|小林^,openFB|4@11@152@152@6,去找|裁判^完成任务,clickNPC|NPC13@map4,1,4,-1
7022,伙伴进阶,1,5,1,52,53,1,打开伙伴进阶界面，完成一次进阶,0,1,打开伙伴进阶界面，完成一次进阶,打开伙伴进阶界面，完成一次进阶,,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]伙伴进阶<br/>打开伙伴进阶界面，完成一次进阶,,[主]伙伴进阶<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,activeFunction(504),clickNPC|NPC13@map4,想培养伙伴的资质？那你得学习一下进阶伙伴了。|好的。^接任务|[接受]伙伴进阶,进阶获得的进阶点可以自由分配。|明白。^还任务|[完成]伙伴进阶,不知道怎么进阶？打开界面就明白了。|正在了解。^还任务|[完成]伙伴进阶,1000,160,2500,0,,[主]伙伴进阶<br/>打开伙伴进阶界面，完成一次进阶,,[主]伙伴进阶<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,1,4,21
53,乐平的进步,1,2,1,7022,54,1,击败乐平,155,1,击败乐平,击败|乐平^,openFB|4@11@155@155@6,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]乐平的进步<br/>击败|乐平^({0}/{1}),openFB|4@11@155@155@6,[主]乐平的进步<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,"openFB|4@11@155@155@6,addSection(153)",clickNPC|NPC13@map4,你的下一位对手是拥有狼牙风风拳的乐平，准备开始吧。|我这次一样会击败他的。^接任务|[接受]乐平的进步,恭喜你成功晋级半决赛。|我的目标是冠军。^还任务|[完成]乐平的进步,你们之前战斗过吗，为什么你不上场呢？|马上就去。^进行中|[进行中]乐平的进步,216250,72070,22400,0,,击败|乐平^,openFB|4@11@155@155@6,去找|裁判^完成任务,clickNPC|NPC13@map4,1,4,-1
1010,武道会历练5,2,2,1,53,0,1,击败小林,152,5,击败小林,击败|小林^,openFB|4@11@152@152@6,去找|龟仙人^领取任务,clickNPC|NPC12@map4,[支]武道会历练5<br/>击败|小林^({0}/{1}),openFB|4@11@152@152@6,[支]武道会历练5<br/>去找|龟仙人^完成任务,clickNPC|NPC12@map4,NPC12@map4,NPC12@map4,,clickNPC|NPC12@map4,你常与小林交手，彼此十分熟悉对方的优劣，与这样的对手较量更难明白自己的不足。|好的。^接任务|[接受]武道会的历练5,小林虽然实力不如你，但随时会超越你，不要太大意。|嗯，我相信他会是我最强劲的竞争对手。^接任务|[接受]武道会的历练5,赶快去吧。|好的。^接任务|[接受]武道会的历练5,216250,72070,22400,2*80000*1,,击败|小林^,openFB|4@11@152@152@6,去找|龟仙人^完成任务,clickNPC|NPC12@map4,1,4,-1
1011,武道会历练6,2,2,1,53,0,1,击败乐平,155,5,击败乐平,击败|乐平^,openFB|4@11@155@155@6,去找|龟仙人^领取任务,clickNPC|NPC12@map4,[支]武道会历练6<br/>击败|乐平^({0}/{1}),openFB|4@11@155@155@6,[支]武道会历练6<br/>去找|龟仙人^完成任务,clickNPC|NPC12@map4,NPC12@map4,NPC12@map4,,clickNPC|NPC12@map4,乐平靠自己修炼达到现在的成就也不容小觑。|我会小心的。^接任务|[接受]武道会的历练6,乐平资质不错，也许会很快追上你。|我期待那一天。^接任务|[接受]武道会的历练6,赶快去吧。|好的。^接任务|[接受]武道会的历练6,216250,72070,22400,2*80000*1,,击败|乐平^,openFB|4@11@155@155@6,去找|龟仙人^完成任务,clickNPC|NPC12@map4,1,4,-1
54,击败小悟空,1,2,45,53,55,1,击败小悟空,158,1,击败小悟空,击败|小悟空^,openFB|4@11@158@158@6,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]击败小悟空<br/>击败|小悟空^({0}/{1}),openFB|4@11@158@158@6,[主]击败小悟空<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,"openFB|4@11@158@158@6,addSection(156)",clickNPC|NPC13@map4,现在进入半决赛，你和孙选手是本届武道会表现最亮眼的选手。所有人都在期待你们的表现。|我不会让大家失望的，悟空也不会。^接任务|[接受]击败小悟空,真是本界武道会最精彩的比赛。恭喜你战胜孙选手进入决赛。|有一丝丝运气的成分，还好赢了。^还任务|[完成]击败小悟空,快去吧，最后的决赛在向你招手。|好的。^进行中|[进行中]击败小悟空,216250,72070,22400,0,,击败|小悟空^,openFB|4@11@158@158@6,去找|裁判^完成任务,clickNPC|NPC13@map4,1,4,-1
1012,武道会历练7,2,2,1,54,0,1,击败小悟空,158,5,击败小悟空,击败|小悟空^,openFB|4@11@158@158@6,去找|龟仙人^领取任务,clickNPC|NPC12@map4,[支]武道会历练7<br/>击败|小悟空^({0}/{1}),openFB|4@11@158@158@6,[支]武道会历练7<br/>去找|龟仙人^完成任务,clickNPC|NPC12@map4,NPC12@map4,NPC12@map4,,clickNPC|NPC12@map4,悟空实力与你不相伯仲，与他交手能最大限度激发你的潜能。|好的。^接任务|[接受]武道会的历练7,你和悟空是我最得意的弟子，我很欣慰。|都是师傅的教诲。^接任务|[接受]武道会的历练7,赶快去吧。|好的。^接任务|[接受]武道会的历练7,216250,72070,22400,2*80000*1,,击败|小悟空^,openFB|4@11@158@158@6,去找|龟仙人^完成任务,clickNPC|NPC12@map4,1,4,-1
55,最后的决赛,1,2,1,54,56,1,与秦龙战斗坚持3回合,159,1,与秦龙战斗坚持3回合,与|秦龙^战斗坚持3回合,openFB|4@11@159@159@6,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]最后的决赛<br/>与|秦龙^战斗坚持3回合({0}/{1}),openFB|4@11@159@159@6,[主]最后的决赛<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,"openFB|4@11@159@159@6,addSection(159)",clickNPC|NPC13@map4,期待已久的决赛终于来临了，神秘的秦龙选手不仅实力惊人而且经验老道，无疑是本届大会最强的对手。|我会全力以赴，这一次毫无保留。^接任务|[接受]最后的决赛,姜还是老的辣。虽然同时倒地，但秦龙选手却抢走站起来赢得了胜利。|虽然失败了很遗憾，但我反而有了更大的期待。^还任务|[完成]最后的决赛,这是最后的决赛了，你一定要加油。|好的，我会的。^进行中|[进行中]最后的决赛,216250,72070,22400,0,,与|秦龙^战斗坚持3回合,openFB|4@11@159@159@6,去找|裁判^完成任务,clickNPC|NPC13@map4,1,4,-1
56,变异的小悟空,1,2,1,55,57,1,与狂暴巨猿战斗坚持3回合,160,1,与狂暴巨猿战斗坚持3回合,与|狂暴巨猿^战斗坚持3回合,openFB|4@11@160@160@6,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]变异的小悟空<br/>与|狂暴巨猿^战斗坚持3回合({0}/{1}),openFB|4@11@160@160@6,[主]变异的小悟空<br/>去找|裁判^完成任务,clickNPC|NPC13@map4,NPC13@map4,NPC13@map4,"openFB|4@11@160@160@6,addSection(160)",activeFunction(5),这、这……孙选手竟然变成一只巨猿。这究竟是什么神奇的武功？|大家快退，悟空已经迷失本性了。^接任务|[接受]变异的小悟空,呼，终于恢复原状了。可是月亮被击毁，以后中秋怎么赏月吃月饼，生活情调都没了。|少废话，快看看悟空他有没有受伤。^还任务|[完成]变异的小悟空,哇，危险，谁来阻止他。|你们躲开，让我来。^进行中|[进行中]变异的小悟空,216250,72070,22400,0,,与|狂暴巨猿^战斗坚持3回合,openFB|4@11@160@160@6,去找|裁判^完成任务,clickNPC|NPC13@map4,1,4,-1
57,幸免于难,1,1,1,56,58,1,与龟仙人对话,0,1,与龟仙人对话,与|龟仙人^对话,clickNPC|NPC13@map4,去找|裁判^领取任务,clickNPC|NPC13@map4,[主]幸免于难<br/>与|龟仙人^对话,clickNPC|NPC12@map4,[主]幸免于难<br/>去找|龟仙人^完成任务,clickNPC|NPC12@map4,NPC13@map4,NPC12@map4,clickNPC|NPC12@map4,clickNPC|NPC13@map4,幸好有你们。麻烦过去帮我感谢一下龟仙人。|好的。^接任务|[接受]幸免于难,小悟空变成这样，我们应该救他。还好及时制止了他。|是呀。^还任务|[完成]幸免于难,你怎么还不去呢？|马上就去。^进行中|[进行中]幸免于难,216250,72070,22400,0,,与|龟仙人^对话,clickNPC|NPC13@map4,去找|龟仙人^完成任务,clickNPC|NPC12@map4,1,4,-1
58,新的旅程,1,1,47,57,59,1,与小悟空对话,0,1,与小悟空对话,与|小悟空^对话,clickNPC|NPC12@map4,去找|龟仙人^领取任务,clickNPC|NPC12@map4,[主]新的旅程<br/>与|小悟空^对话,clickNPC|NPC14@map5,[主]新的旅程<br/>去找|小悟空^完成任务,clickNPC|NPC14@map5,NPC12@map4,NPC14@map5,showStory|第四章（寻找龙珠）_clickNPC|NPC14@map5,chapterShow|5,恭喜你获得了如此好的成绩，这样你也算顺利出师了。稍后你会有什么样的打算呢？|我想和悟空一起去寻找他爷爷的遗物，四星龙珠。^接任务|[接受]新的旅程,出发。|太狡猾了，一个人乘坐筋斗云，我才不会输给你。^还任务|[完成]新的旅程,你打算启程了吗？|马上就启程。^进行中|[进行中]新的旅程,243250,81070,24000,1*11015*1,,与|小悟空^对话,clickNPC|NPC12@map4,去找|小悟空^完成任务,clickNPC|NPC14@map5,1,4,-1
59,偶遇黑绸军,1,2,1,58,60,1,击败黑绸军东部部队3,163,1,击败黑绸军东部部队3,击败|黑绸军东部部队3^,openFB|5@12@163@163@6,去找|小悟空^领取任务,clickNPC|NPC14@map5,[主]偶遇黑绸军<br/>击败|黑绸军东部部队3^({0}/{1}),openFB|5@12@163@163@6,[主]偶遇黑绸军<br/>去找|小悟空^完成任务,clickNPC|NPC14@map5,NPC14@map5,NPC14@map5,"openFB|5@12@163@163@6,addSection(161)",clickNPC|NPC14@map5,是黑绸军的人，他们还在找龙珠？|他们果然还没有死心。^接任务|[接受]偶遇黑绸军,他们找到龙珠了。|不能让他们逃掉，快追。^还任务|[完成]偶遇黑绸军,我们一起上。|好的。^进行中|[进行中]偶遇黑绸军,243250,81070,24000,0,,击败|黑绸军东部部队3^,openFB|5@12@163@163@6,去找|小悟空^完成任务,clickNPC|NPC14@map5,1,4,-1
60,追击黑绸军,1,2,1,59,61,1,击败黑绸军东部部队6,166,1,击败黑绸军东部部队6,击败|黑绸军东部部队6^,openFB|5@12@166@166@6,去找|小悟空^领取任务,clickNPC|NPC14@map5,[主]追击黑绸军<br/>击败|黑绸军东部部队6^({0}/{1}),openFB|5@12@166@166@6,[主]追击黑绸军<br/>去找|小悟空^完成任务,clickNPC|NPC14@map5,NPC14@map5,NPC14@map5,"openFB|5@12@166@166@6,addSection(164)",clickNPC|NPC14@map5,好疼，筋斗云被他们打坏了。|不要紧，我们抢他们的飞机。^接任务|[接受]追击黑绸军,这个你会开吗？|没问题，坐好了。^还任务|[完成]追击黑绸军,那个军官快逃走了。|他逃不掉。^进行中|[进行中]追击黑绸军,243250,81070,24000,0,,击败|黑绸军东部部队6^,openFB|5@12@166@166@6,去找|小悟空^完成任务,clickNPC|NPC14@map5,1,4,-1
1013,狙击黑绸军1,2,2,1,60,0,1,击败黑绸军东部部队3,163,5,击败黑绸军东部部队3,击败|黑绸军东部部队3^,openFB|5@12@163@163@6,去找|丝诺^领取任务,clickNPC|NPC15@map5,[支]狙击黑绸军1<br/>击败|黑绸军东部部队3^({0}/{1}),openFB|5@12@163@163@6,[支]狙击黑绸军1<br/>去找|丝诺^完成任务,clickNPC|NPC15@map5,NPC15@map5,NPC15@map5,,clickNPC|NPC15@map5,黑绸军太可恶了，一定要好好惩罚他们。|好的。^接任务|[接受]狙击黑绸军,我们不能放过一个黑绸军。|好的。^还任务|[完成]狙击黑绸军1,快点去吧。|好的。^进行中|[进行中]狙击黑绸军1,243250,81070,24000,2*80000*1,,击败|黑绸军东部部队3^,openFB|5@12@163@163@6,去找|丝诺^完成任务,clickNPC|NPC15@map5,1,4,-1
1014,狙击黑绸军2,2,2,1,60,0,1,击败黑绸军东部部队6,166,5,击败黑绸军东部部队6,击败|黑绸军东部部队6^,openFB|5@12@166@166@6,去找|丝诺^领取任务,clickNPC|NPC15@map5,[支]狙击黑绸军2<br/>击败|黑绸军东部部队6^({0}/{1}),openFB|5@12@166@166@6,[支]狙击黑绸军2<br/>去找|丝诺^完成任务,clickNPC|NPC15@map5,NPC15@map5,NPC15@map5,,clickNPC|NPC15@map5,黑绸军太可恶了，一定要好好惩罚他们。|好的。^接任务|[接受]狙击黑绸军2,我们不能放过一个黑绸军。|好的。^还任务|[完成]狙击黑绸军2,快点去吧。|好的。^进行中|[进行中]狙击黑绸军2,243250,81070,24000,2*80000*1,,击败|黑绸军东部部队6^,openFB|5@12@166@166@6,去找|丝诺^完成任务,clickNPC|NPC15@map5,1,5,-1
61,逃走的黑绸军,1,2,1,60,62,1,击败黑绸军东部部队9,169,1,击败黑绸军东部部队9,击败|黑绸军东部部队9^,openFB|5@12@169@169@6,去找|小悟空^领取任务,clickNPC|NPC14@map5,[主]逃走的黑绸军<br/>击败|黑绸军东部部队9^({0}/{1}),openFB|5@12@169@169@6,[主]逃走的黑绸军<br/>去找|小悟空^完成任务,clickNPC|NPC14@map5,NPC14@map5,NPC14@map5,"openFB|5@12@169@169@6,addSection(167)",clickNPC|NPC14@map5,黑绸军往前面跑了，我们赶快追上去。|好的。^接任务|[接受]逃走的黑绸军,只剩他们将军一个人往前面跑了？那就好，抓住他，拿回龙珠。|让他跑回去就麻烦了。^还任务|[完成]逃走的黑绸军,还在等什么呢？|马上就去。^进行中|[进行中]逃走的黑绸军,243250,81070,24000,0,,击败|黑绸军东部部队9^,openFB|5@12@169@169@6,去找|小悟空^完成任务,clickNPC|NPC14@map5,1,5,-1
62,嚣张的银大佐,1,2,1,61,63,1,击败银大佐,172,1,击败银大佐,击败|银大佐^,openFB|5@12@172@172@6,去找|小悟空^领取任务,clickNPC|NPC14@map5,[主]嚣张的银大佐<br/>击败|银大佐^({0}/{1}),openFB|5@12@172@172@6,[主]嚣张的银大佐<br/>去找|小悟空^完成任务,clickNPC|NPC14@map5,NPC14@map5,NPC14@map5,"openFB|5@12@172@172@6,addSection(170)",activeFunction(500),黑绸军军官真讨厌，罗里吧嗦说半天也不肯把龙珠给我。|对付坏人用拳头比较好。^接任务|[接受]嚣张的银大佐,可惜是3星龙珠，不是爷爷的。|不要太在意，至少我们阻止了黑绸军的阴谋。^还任务|[完成]嚣张的银大佐,你难道要眼睁睁的看着黑绸军跑掉吗？|不会的，我这就去。^进行中|[进行中]嚣张的银大佐,243250,81070,24000,0,,击败|银大佐^,openFB|5@12@172@172@6,去找|小悟空^完成任务,clickNPC|NPC14@map5,1,5,-1
